TableSize,DataSize,insertStdMap,searchStdMap,deleteStdMap,insertStdHashMap,searchStdHashMap,deleteStdHashMap,insertChained,searchChained,deleteChained,attemptsChained,insertOpened_quadratic,searchOpened_quadratic,deleteOpened_quadratic,attemptsOpened_quadratic,insertOpened_double,searchOpened_double,deleteOpened_double,attemptsOpened_double
20200,10100,6.400000,3.233333,6.700000,3.266667,0.700000,1.366667,2.866667,4.400000,4.200000,0.766667,4.500000,8.433333,7.233333,1.533333,6.766667,6.133333,5.133333,0.666667
20300,10150,6.000000,3.233333,6.666667,3.266667,0.700000,1.333333,2.766667,4.200000,4.066667,0.766667,3.400000,6.200000,5.266667,0.900000,3.600000,6.133333,5.200000,0.733333
20400,10200,5.866667,3.100000,6.533333,3.100000,0.666667,1.266667,2.633333,4.066667,3.900000,0.766667,3.366667,6.266667,5.300000,1.033333,4.133333,7.233333,6.300000,1.200000
20500,10250,6.066667,3.233333,6.733333,3.200000,0.700000,1.333333,3.133333,4.633333,4.433333,0.900000,4.200000,7.666667,6.633333,1.300000,4.133333,6.833333,5.766667,0.900000
20600,10300,6.033333,3.233333,6.900000,3.100000,0.700000,1.333333,3.566667,5.200000,4.933333,1.066667,6.900000,8.733334,7.766667,1.800000,4.433333,7.700000,6.733333,1.300000
20700,10350,5.833333,3.133333,6.566667,3.133333,0.700000,1.333333,2.733333,4.133333,3.966667,0.800000,3.800000,6.966667,6.066667,1.200000,3.633333,6.366667,5.466667,0.900000
20800,10400,6.066667,3.233333,6.900000,3.166667,0.700000,1.333333,2.633333,4.100000,3.933333,0.633333,3.666667,6.600000,5.600000,0.900000,3.600000,6.100000,5.133333,0.666667
20900,10450,6.066667,3.166667,6.800000,3.200000,0.700000,1.333333,3.333333,4.766667,4.566667,1.033333,4.433333,8.200000,7.033333,1.466667,4.400000,7.633333,6.566667,1.166667
21000,10500,5.933333,3.233333,6.766667,3.466667,0.733333,1.366667,2.400000,3.800000,3.633333,0.600000,2.933333,5.200000,4.300000,0.600000,3.300000,5.700000,4.766667,0.700000
21100,10550,7.300000,3.366667,7.166667,3.100000,0.666667,1.300000,2.966667,4.400000,4.233333,0.966667,3.833333,6.966667,6.033333,1.200000,3.200000,5.433333,4.466667,0.533333
21200,10600,6.100000,3.300000,6.833333,3.300000,0.700000,1.400000,3.166667,5.666667,4.533333,0.900000,3.600000,6.466667,5.466667,0.833333,4.533333,7.900000,6.900000,1.200000
21300,10650,5.933333,3.200000,6.800000,3.066667,0.666667,1.266667,2.933333,4.333333,4.100000,0.700000,3.966667,7.166667,6.000000,1.033333,3.333333,5.766667,4.800000,0.733333
21400,10700,6.000000,3.166667,6.800000,3.166667,0.666667,1.300000,3.100000,4.566667,4.366667,0.966667,3.766667,6.833333,5.900000,1.033333,3.866667,6.733333,5.766667,0.933333
21500,10750,5.900000,3.200000,6.700000,2.966667,0.666667,1.233333,3.233333,4.400000,3.800000,0.800000,3.833333,7.100000,6.233333,1.333333,3.666667,6.333333,5.466667,0.966667
21600,10800,7.000000,3.200000,6.733333,3.233333,0.700000,1.366667,3.400000,4.133333,4.000000,0.666667,3.466667,6.100000,5.100000,0.833333,3.733333,6.433333,5.433333,0.766667
21700,10850,7.033333,3.400000,7.266667,3.766667,0.766667,1.466667,3.233333,4.666667,4.500000,1.066667,3.933333,7.133333,6.166667,1.266667,4.766667,8.400000,7.400000,1.566667
21800,10900,5.933333,3.166667,6.800000,3.200000,0.700000,1.333333,2.566667,4.000000,3.800000,0.700000,3.200000,5.700000,4.733333,0.766667,3.533333,6.033333,5.133333,0.766667
21900,10950,6.233333,3.333333,6.866667,3.266667,0.666667,1.333333,3.133333,4.600000,4.433333,0.933333,4.700000,9.166667,8.600000,1.500000,3.866667,6.666667,5.633333,0.866667
22000,11000,6.166667,3.233333,6.866667,3.700000,0.733333,1.466667,3.266667,4.333333,4.133333,0.700000,3.733333,6.600000,5.633333,0.866667,4.133333,7.033333,6.033333,0.866667
22100,11050,6.200000,3.200000,6.900000,3.333333,0.733333,1.400000,4.033333,4.866667,4.633333,0.955556,4.966667,9.033334,8.066667,1.633333,4.333333,7.400000,6.400000,0.966667
22200,11100,6.066667,3.233333,6.733333,3.133333,0.666667,1.300000,2.666667,4.133333,3.933333,0.700000,3.300000,5.866667,4.900000,0.733333,3.900000,6.866667,5.900000,1.000000
22300,11150,6.733333,3.233333,6.933333,3.233333,0.700000,1.400000,2.900000,4.466667,4.266667,0.666667,3.766667,6.600000,5.566667,0.833333,4.166667,7.066667,5.966667,0.800000
22400,11200,6.200000,3.266667,7.000000,3.600000,0.733333,1.433333,3.266667,4.266667,4.100000,0.833333,3.566667,6.400000,5.433333,0.933333,4.566667,7.766667,6.666667,0.966667
22500,11250,6.000000,3.233333,6.633333,3.533333,0.766667,1.366667,3.233333,4.733333,4.500000,0.966667,3.566667,6.633333,5.733333,1.133333,3.666667,6.533333,5.600000,1.033333
22600,11300,6.000000,3.200000,6.700000,3.133333,0.666667,1.333333,3.266667,4.600000,4.366667,1.033333,4.233333,7.800000,6.733333,1.466667,3.633333,6.333333,5.300000,0.800000
22700,11350,5.966667,3.233333,6.700000,3.133333,0.666667,1.300000,2.666667,4.066667,3.866667,0.766667,3.900000,7.133333,6.233333,1.266667,3.366667,5.833333,4.933333,0.733333
22800,11400,6.133333,3.300000,6.833333,3.266667,0.700000,1.366667,3.566667,5.133333,4.866667,0.866667,3.900000,6.966667,5.966667,1.033333,4.366667,7.733333,6.700000,1.200000
22900,11450,5.900000,3.200000,6.866667,3.033333,0.666667,1.266667,2.766667,4.100000,3.966667,0.866667,4.833333,9.066667,8.066667,2.000000,3.366667,5.800000,4.833333,0.733333
23000,11500,6.233333,3.266667,6.766667,3.200000,0.700000,1.333333,2.666667,4.133333,3.966667,0.666667,3.366667,5.900000,4.933333,0.700000,3.733333,6.366667,5.400000,0.800000
23100,11550,6.033333,3.233333,6.766667,3.166667,0.666667,1.300000,2.466667,3.900000,3.733333,0.600000,3.233333,5.733333,4.900000,0.766667,3.500000,6.000000,5.100000,0.766667
23200,11600,6.100000,3.233333,6.966667,3.300000,0.700000,1.400000,3.133333,6.333333,4.700000,0.866667,4.133333,7.400000,6.366667,1.133333,4.566667,7.966667,6.866667,1.300000
23300,11650,6.166667,3.300000,6.966667,3.166667,0.666667,1.300000,2.666667,4.100000,3.933333,0.666667,3.400000,6.200000,5.266667,0.900000,3.366667,5.633333,4.666667,0.533333
23400,11700,6.066667,3.266667,6.866667,3.166667,0.666667,1.333333,3.133333,4.600000,4.400000,0.966667,4.000000,7.333333,6.366667,1.300000,4.366667,7.533333,6.566667,1.166667
23500,11750,6.000000,3.300000,8.500000,3.566667,0.733333,1.900000,3.400000,4.866667,4.600000,0.866667,3.566667,6.366667,5.400000,0.900000,4.566667,7.266667,6.266667,1.266667
23600,11800,6.100000,3.300000,6.833333,3.166667,0.666667,1.300000,3.066667,4.433333,4.300000,1.000000,3.666667,6.633333,5.733333,1.066667,3.633333,6.333333,5.433333,0.900000
23700,11850,6.166667,3.366667,6.900000,3.200000,0.700000,1.333333,3.033333,4.433333,4.233333,0.900000,3.533333,6.333333,5.400000,0.933333,4.000000,6.933333,5.966667,1.000000
23800,11900,6.200000,3.300000,6.833333,3.233333,0.733333,1.366667,3.266667,4.633333,4.433333,1.000000,4.333333,7.933333,7.666667,1.466667,4.633333,8.033334,7.033333,1.333333
23900,11950,6.366667,3.233333,6.766667,3.233333,0.700000,1.333333,3.133333,4.566667,4.366667,0.900000,3.933333,7.266667,6.366667,1.233333,4.066667,7.200000,6.100000,0.966667
24000,12000,6.133333,3.233333,6.900000,3.700000,0.733333,1.433333,2.966667,4.466667,4.266667,0.866667,3.600000,6.433333,5.466667,0.966667,3.766667,6.400000,5.400000,0.766667
24100,12050,6.133333,3.300000,6.700000,3.200000,0.666667,1.300000,3.033333,4.400000,4.233333,0.900000,3.766667,7.000000,5.966667,1.166667,4.366667,7.666667,6.733333,1.266667
24200,12100,6.300000,3.233333,6.766667,3.300000,0.733333,1.366667,2.533333,3.966667,3.766667,0.600000,7.000000,5.233333,4.300000,0.533333,3.433333,5.733333,4.833333,0.600000
24300,12150,6.100000,3.300000,6.900000,3.200000,0.666667,1.366667,2.600000,4.033333,3.866667,0.633333,3.200000,5.666667,4.733333,0.700000,3.600000,6.133333,5.166667,0.733333
24400,12200,6.766667,3.566667,7.166667,3.266667,0.733333,1.400000,2.900000,4.300000,4.133333,0.833333,4.033333,7.433333,6.466667,1.366667,3.566667,6.233333,5.266667,0.833333
24500,12250,6.866667,3.433333,7.166667,3.166667,0.666667,1.300000,2.866667,4.266667,4.033333,0.733333,3.800000,6.633333,5.633333,1.066667,4.000000,6.866667,5.866667,0.933333
24600,12300,6.066667,3.266667,6.800000,3.166667,0.700000,1.300000,3.466667,5.000000,4.766667,1.100000,4.566667,8.633333,7.666667,2.000000,3.933333,6.966667,6.066667,1.166667
24700,12350,6.066667,3.233333,6.866667,3.133333,0.666667,1.333333,3.900000,5.533333,5.266667,1.166667,7.266667,9.566667,8.533334,1.866667,4.766667,8.266666,7.333333,1.400000
24800,12400,6.200000,3.300000,7.033333,3.233333,0.700000,1.333333,2.833333,4.300000,4.100000,0.800000,6.566667,7.300000,6.300000,1.233333,3.833333,6.500000,5.466667,0.800000
24900,12450,6.133333,3.233333,7.000000,3.266667,0.666667,1.333333,3.066667,4.500000,4.333333,0.866667,3.933333,7.133333,6.133333,1.100000,4.066667,7.166667,6.166667,1.066667
25000,12500,6.666667,3.466667,7.166667,3.066667,0.666667,1.266667,3.166667,4.700000,4.400000,0.866667,3.800000,6.900000,5.933333,1.200000,3.233333,5.500000,4.600000,0.600000
25100,12550,6.166667,3.300000,6.900000,3.300000,0.700000,1.366667,3.133333,4.633333,4.466667,1.000000,3.566667,6.500000,5.500000,1.000000,4.300000,7.466667,6.300000,0.866667
25200,12600,6.933333,3.533333,7.200000,3.166667,0.666667,1.300000,2.700000,4.066667,3.900000,0.800000,5.433333,6.633333,5.700000,1.200000,3.666667,6.566667,5.600000,1.000000
25300,12650,6.033333,3.266667,6.833333,3.233333,0.700000,1.333333,2.966667,4.433333,4.233333,0.933333,4.233333,7.666667,6.733333,1.333333,5.000000,8.633333,7.633333,1.600000
25400,12700,6.266667,3.333333,6.866667,3.233333,0.733333,1.366667,2.833333,4.266667,4.066667,0.833333,3.733333,6.733333,5.833333,1.033333,4.066667,7.133333,6.133333,1.100000
25500,12750,6.100000,3.333333,6.833333,3.300000,0.700000,1.366667,2.900000,4.300000,4.066667,0.800000,3.466667,6.266667,5.266667,0.900000,4.233333,7.500000,6.533333,1.200000
25600,12800,6.233333,3.400000,6.933333,3.200000,0.666667,1.300000,2.966667,4.366667,4.166667,0.866667,3.533333,6.466667,5.500000,0.966667,4.700000,8.233334,7.233333,1.333333
25700,12850,6.066667,3.266667,6.833333,3.233333,0.700000,1.333333,2.733333,4.200000,4.000000,0.700000,3.566667,6.466667,5.500000,1.000000,3.466667,5.833333,4.866667,0.633333
25800,12900,6.233333,3.366667,6.866667,3.633333,0.733333,1.433333,3.400000,5.100000,4.700000,0.833333,4.433333,7.800000,6.666667,1.100000,3.766667,6.433333,5.400000,0.800000
25900,12950,6.233333,3.366667,7.000000,3.200000,0.700000,1.333333,3.100000,4.533333,4.333333,0.966667,3.866667,7.066667,6.033333,1.166667,4.433333,7.666667,6.700000,1.233333
26000,13000,6.066667,3.300000,6.900000,3.100000,0.733333,1.300000,2.500000,3.866667,3.733333,0.700000,2.866667,5.166667,4.233333,0.633333,4.300000,7.633333,6.700000,1.366667
26100,13050,6.233333,3.366667,7.100000,3.700000,0.766667,1.500000,3.333333,4.833333,4.633333,0.966667,4.433333,8.000000,6.800000,1.033333,6.200000,10.833333,9.500000,1.600000
26200,13100,6.133333,3.266667,6.900000,3.300000,0.700000,1.366667,3.366667,5.033333,15.600000,0.833333,3.733333,6.766667,5.733333,0.933333,3.900000,6.766667,5.733333,0.866667
26300,13150,6.166667,3.266667,6.933333,3.300000,0.733333,1.433333,2.800000,4.300000,4.133333,0.700000,3.466667,6.266667,5.266667,0.766667,5.366667,9.500000,8.466666,1.633333
26400,13200,6.166667,3.333333,7.000000,3.233333,0.733333,1.400000,3.500000,5.166667,4.900000,0.966667,4.333333,8.066667,7.100000,1.566667,4.000000,6.600000,5.566667,0.833333
26500,13250,6.666667,3.333333,6.833333,3.200000,0.700000,1.333333,3.433333,4.966667,4.733333,0.900000,4.033333,7.400000,6.366667,1.266667,3.933333,6.966667,5.966667,1.066667
26600,13300,6.733333,3.500000,7.100000,3.200000,0.700000,1.333333,3.000000,4.433333,4.266667,0.966667,6.633333,7.200000,6.200000,1.366667,4.566667,8.200000,7.233333,1.566667
26700,13350,6.033333,3.266667,6.866667,3.200000,0.733333,1.333333,3.100000,4.666667,4.433333,0.766667,3.400000,6.166667,5.233333,0.866667,4.133333,6.933333,5.900000,1.066667
26800,13400,6.333333,3.366667,7.033333,3.166667,0.733333,1.300000,2.600000,4.000000,3.800000,0.800000,3.200000,5.833333,4.933333,0.900000,3.600000,6.266667,5.433333,1.033333
26900,13450,6.233333,3.333333,6.900000,3.633333,0.733333,1.433333,3.200000,4.633333,4.433333,0.933333,3.700000,6.633333,5.633333,0.966667,4.533333,7.966667,6.933333,1.300000
27000,13500,6.000000,3.233333,6.933333,3.666667,0.733333,1.400000,3.733333,5.300000,5.033333,1.166667,7.200000,8.500000,7.533333,1.800000,4.500000,8.033334,7.033333,1.433333
27100,13550,6.800000,3.300000,7.000000,3.233333,0.666667,1.333333,3.300000,4.966667,4.700000,0.800000,3.766667,6.766667,5.766667,0.966667,3.666667,6.100000,5.100000,0.633333
27200,13600,6.266667,3.366667,7.000000,3.233333,0.700000,1.366667,2.833333,4.333333,4.166667,0.733333,3.033333,5.266667,4.300000,0.466667,4.066667,7.033333,6.033333,0.966667
27300,13650,5.966667,3.233333,6.766667,3.166667,0.733333,1.333333,2.833333,4.233333,4.066667,0.866667,3.566667,6.433333,5.500000,1.000000,3.500000,6.000000,5.033333,0.766667
27400,13700,6.733333,3.500000,7.300000,3.100000,0.700000,1.300000,3.133333,4.533333,4.333333,1.066667,4.233333,7.966667,7.000000,1.566667,4.566667,8.033334,7.100000,1.500000
27500,13750,6.066667,3.300000,6.866667,3.300000,0.700000,1.366667,3.200000,4.866667,4.566667,0.733333,3.900000,7.133333,6.133333,1.100000,4.800000,8.366667,7.233333,1.100000
27600,13800,6.166667,3.366667,6.933333,3.366667,0.666667,1.366667,2.966667,4.433333,4.233333,0.800000,3.333333,5.933333,5.000000,0.733333,4.266667,7.300000,6.200000,1.033333
27700,13850,6.133333,3.300000,6.766667,3.700000,0.733333,1.433333,3.733333,5.366667,5.100000,1.000000,4.233333,7.700000,6.666667,1.233333,4.366667,7.533333,6.533333,1.100000
27800,13900,6.000000,3.300000,6.766667,3.533333,0.766667,1.366667,2.700000,4.000000,3.833333,0.833333,3.366667,6.166667,5.300000,0.966667,3.800000,6.766667,5.866667,1.100000
27900,13950,6.166667,3.366667,7.066667,3.133333,0.700000,1.300000,2.900000,4.266667,4.100000,0.933333,3.800000,6.900000,5.966667,1.200000,4.100000,7.200000,6.200000,1.200000
28000,14000,6.266667,3.366667,7.200000,3.266667,0.700000,1.400000,3.166667,4.700000,4.500000,0.833333,4.233333,7.466667,6.466667,1.033333,4.633333,8.000000,6.966667,1.166667
28100,14050,6.200000,3.300000,6.800000,3.233333,0.700000,1.333333,2.633333,4.000000,3.833333,0.766667,3.733333,6.866667,5.966667,1.300000,3.833333,6.566667,5.566667,0.966667
28200,14100,6.200000,3.366667,6.966667,3.200000,0.700000,1.333333,2.833333,4.266667,4.066667,0.833333,4.200000,7.433333,6.400000,1.233333,3.800000,6.633333,5.566667,0.966667
28300,14150,6.166667,3.266667,6.966667,3.633333,0.733333,1.400000,3.100000,4.500000,4.833333,1.000000,4.633333,8.533334,7.566667,1.700000,3.866667,6.500000,5.566667,0.866667
28400,14200,6.066667,3.300000,7.033333,3.366667,0.700000,1.333333,3.133333,4.566667,4.333333,1.000000,3.833333,6.933333,5.966667,1.133333,4.266667,7.500000,6.566667,1.233333
28500,14250,6.266667,3.433333,7.000000,4.300000,0.766667,1.433333,3.166667,4.766667,4.533333,0.766667,3.833333,7.033333,5.966667,1.100000,3.900000,6.733333,5.766667,1.000000
28600,14300,6.100000,3.266667,6.900000,3.700000,0.766667,1.433333,2.966667,4.433333,4.266667,0.833333,4.200000,7.566667,6.566667,1.233333,3.800000,6.533333,5.533333,0.833333
28700,14350,6.266667,3.433333,7.000000,3.200000,0.700000,1.300000,2.733333,4.233333,4.033333,0.733333,3.566667,6.433333,5.533333,0.966667,4.000000,6.900000,6.000000,1.000000
28800,14400,7.266667,3.633333,7.633333,3.700000,0.766667,1.433333,3.166667,4.566667,4.400000,1.066667,4.400000,8.333333,7.366667,1.733333,3.966667,7.000000,6.033333,1.066667
28900,14450,6.200000,3.366667,7.066667,3.133333,0.666667,1.266667,2.933333,4.233333,4.066667,0.866667,3.433333,6.300000,5.300000,1.000000,4.633333,8.166667,7.033333,1.166667
29000,14500,6.133333,3.266667,6.833333,3.266667,0.700000,1.366667,3.000000,4.500000,4.300000,0.800000,6.433333,7.666667,7.366667,1.100000,4.366667,7.600000,6.566667,1.066667
29100,14550,6.933333,3.600000,7.366667,3.200000,0.700000,1.333333,3.533333,5.166667,4.900000,0.966667,8.433333,7.866667,6.800000,1.500000,4.033333,7.133333,6.133333,1.100000
29200,14600,6.133333,3.300000,6.833333,3.200000,0.700000,1.300000,2.800000,4.200000,4.000000,0.833333,5.633333,5.933333,5.000000,0.866667,3.900000,6.766667,5.833333,1.033333
29300,14650,6.133333,3.300000,6.966667,3.233333,0.700000,1.366667,2.833333,4.266667,4.066667,0.766667,4.300000,7.800000,6.766667,1.400000,4.733333,8.066667,7.100000,1.233333
29400,14700,6.166667,3.433333,7.100000,3.166667,0.700000,1.300000,2.766667,4.133333,3.966667,0.866667,3.933333,6.933333,5.966667,1.266667,7.033333,7.666667,6.666667,1.433333
29500,14750,6.133333,3.333333,6.800000,3.200000,0.733333,1.333333,2.300000,3.700000,3.500000,0.566667,3.066667,5.433333,4.533333,0.700000,3.266667,5.600000,4.666667,0.666667
29600,14800,6.200000,3.333333,6.933333,3.133333,0.700000,1.300000,2.833333,4.200000,4.033333,0.866667,4.033333,7.233333,6.100000,1.000000,4.233333,7.233333,6.100000,0.866667
29700,14850,6.133333,3.333333,6.866667,3.533333,0.666667,1.266667,2.633333,3.933333,3.733333,0.800000,3.200000,5.800000,4.900000,0.900000,3.400000,5.933333,5.033333,0.866667
29800,14900,6.166667,3.266667,7.000000,3.700000,0.766667,1.466667,2.800000,4.233333,4.066667,0.766667,3.400000,6.100000,5.133333,0.833333,4.100000,7.133333,6.200000,1.133333
29900,14950,6.200000,3.400000,6.900000,3.766667,0.766667,1.466667,3.266667,4.833333,4.533333,0.800000,3.866667,6.900000,5.900000,1.133333,3.900000,6.633333,5.633333,0.866667
30000,15000,6.366667,3.366667,7.066667,3.266667,0.733333,1.400000,3.133333,4.566667,4.400000,0.966667,4.433333,8.233334,7.200000,1.600000,4.566667,8.066667,7.033333,1.366667
30100,15050,6.300000,3.400000,7.166667,3.400000,0.733333,1.400000,3.033333,4.566667,4.333333,0.833333,3.700000,6.600000,5.600000,0.933333,4.033333,6.900000,5.866667,0.866667
30200,15100,6.266667,3.333333,6.900000,3.366667,0.733333,1.400000,3.733333,5.233333,5.033333,1.366667,5.233333,9.833333,8.700000,2.066667,4.433333,7.733333,6.733333,1.233333
30300,15150,6.200000,3.333333,7.000000,3.700000,0.766667,1.466667,3.233333,4.900000,4.633333,0.733333,4.100000,7.433333,6.400000,1.100000,3.833333,6.566667,5.566667,0.833333
30400,15200,6.200000,3.400000,7.000000,4.166667,0.833333,1.500000,2.400000,3.766667,3.566667,0.600000,2.866667,5.266667,4.300000,0.666667,2.966667,5.033333,4.066667,0.466667
30500,15250,6.066667,3.266667,6.900000,3.200000,0.766667,1.366667,3.133333,4.500000,4.333333,1.066667,4.133333,7.800000,6.866667,1.566667,4.433333,7.933333,6.933333,1.533333
30600,15300,6.933333,3.533333,7.400000,3.200000,0.700000,1.333333,3.000000,4.566667,4.266667,0.655556,3.266667,5.866667,4.866667,0.733333,3.333333,5.700000,4.766667,0.633333
30700,15350,7.333333,3.666667,7.566667,3.900000,0.800000,1.500000,3.466667,5.100000,4.866667,0.933333,5.866667,6.466667,5.500000,0.966667,4.100000,7.066667,6.033333,0.933333
30800,15400,6.733333,3.500000,7.266667,3.233333,0.700000,1.366667,3.233333,4.833333,4.566667,0.833333,3.900000,7.266667,6.300000,1.266667,4.733333,8.400000,7.400000,1.466667
30900,15450,6.833333,3.466667,7.266667,3.266667,0.733333,1.366667,2.733333,4.133333,3.933333,0.833333,3.466667,6.400000,5.433333,1.100000,3.266667,5.600000,4.633333,0.666667
31000,15500,6.233333,3.333333,7.066667,3.333333,0.700000,1.366667,2.766667,4.300000,4.100000,0.666667,5.366667,5.933333,4.866667,0.700000,4.366667,7.666667,6.666667,1.200000
31100,15550,6.633333,3.466667,6.833333,3.300000,0.733333,1.400000,3.266667,4.833333,4.533333,0.733333,4.300000,7.866667,6.766667,1.300000,3.766667,6.600000,5.533333,0.866667
31200,15600,6.133333,3.266667,7.033333,3.200000,0.700000,1.333333,3.566667,5.033333,4.766667,0.900000,4.266667,7.600000,6.533333,1.266667,4.833333,8.500000,7.466667,1.533333
31300,15650,6.200000,3.366667,7.033333,3.300000,0.733333,1.366667,2.500000,3.966667,3.766667,0.566667,3.033333,5.333333,4.366667,0.533333,3.566667,6.066667,5.066667,0.700000
31400,15700,6.166667,3.300000,7.066667,3.833333,0.800000,1.500000,3.433333,5.166667,4.866667,0.833333,4.200000,8.033334,6.533333,1.200000,4.200000,7.366667,6.300000,1.100000
31500,15750,6.300000,3.333333,7.000000,3.266667,0.700000,1.333333,2.866667,4.333333,4.133333,0.733333,3.900000,7.100000,6.100000,1.066667,3.633333,6.200000,5.200000,0.666667
31600,15800,6.133333,3.333333,7.033333,3.233333,0.700000,1.333333,2.900000,4.266667,4.100000,0.900000,3.266667,6.066667,5.066667,0.900000,3.533333,6.133333,5.166667,0.800000
31700,15850,6.166667,3.433333,7.100000,3.200000,0.766667,1.366667,2.733333,4.133333,4.000000,0.800000,4.333333,8.033334,6.833333,1.200000,4.433333,7.500000,5.600000,0.966667
31800,15900,6.100000,3.400000,7.000000,3.200000,0.700000,1.333333,2.866667,4.066667,3.900000,0.733333,3.800000,6.900000,8.933333,1.133333,3.866667,6.733333,5.800000,0.933333
31900,15950,6.166667,3.400000,7.100000,3.233333,0.700000,1.366667,2.900000,4.333333,4.133333,0.833333,3.566667,6.400000,5.433333,0.900000,3.933333,6.700000,5.733333,0.966667
32000,16000,6.433333,3.300000,6.833333,3.200000,0.700000,1.300000,2.933333,4.300000,4.133333,0.966667,3.533333,6.366667,5.466667,1.000000,4.600000,8.233334,7.266667,1.566667
